type_envoi,base_calcul,zone_type,zone_valeur,tranche_min,tranche_max,prix,unite,mini_perception,valid_from,valid_to,source_filename
messagerie,metre_plancher,departement,04,4.001,4.401,868.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,04,4.401,4.801,911.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,04,4.801,5.201,952.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,04,5.201,5.601,993.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,04,5.601,6.001,1034.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,04,6.001,6.401,1075.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,04,6.401,6.801,1117.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,04,6.801,7.201,1158.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,04,7.201,7.601,1200.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,04,7.601,8.001,1241.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,04,8.001,8.401,1282.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,04,8.401,8.801,1324.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,04,8.801,9.201,1364.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,04,9.201,9.601,1406.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,04,9.601,10.001,1448.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,04,10.001,10.401,1489.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,04,10.401,10.801,1530.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,04,10.801,11.201,1572.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,04,11.201,11.601,1614.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,04,11.601,12.001,1655.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,04,12.001,12.401,1697.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,04,12.401,12.801,1697.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,04,12.801,13.2,1697.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,05,0.0,0.401,233.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,05,0.401,0.801,329.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,05,0.801,1.201,448.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,05,1.201,1.601,560.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,05,1.601,2.001,613.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,05,2.001,2.401,670.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,05,2.401,2.801,710.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,05,2.801,3.201,752.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,05,3.201,3.601,792.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,05,3.601,4.001,834.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,05,4.001,4.401,876.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,05,4.401,4.801,916.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,05,4.801,5.201,958.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,05,5.201,5.601,998.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,05,5.601,6.001,1039.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,05,6.001,6.401,1081.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,05,6.401,6.801,1121.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,05,6.801,7.201,1163.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,05,7.201,7.601,1204.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,05,7.601,8.001,1245.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,05,8.001,8.401,1285.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,05,8.401,8.801,1327.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,05,8.801,9.201,1368.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,05,9.201,9.601,1408.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,05,9.601,10.001,1451.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,05,10.001,10.401,1491.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,05,10.401,10.801,1532.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,05,10.801,11.201,1574.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,05,11.201,11.601,1614.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,05,11.601,12.001,1655.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,05,12.001,12.401,1697.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,05,12.401,12.801,1697.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,05,12.801,13.2,1697.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,06,0.0,0.401,239.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,06,0.401,0.801,372.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,06,0.801,1.201,491.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,06,1.201,1.601,645.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,06,1.601,2.001,686.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,06,2.001,2.401,731.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,06,2.401,2.801,783.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,06,2.801,3.201,836.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,06,3.201,3.601,889.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,06,3.601,4.001,941.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,06,4.001,4.401,994.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,06,4.401,4.801,1046.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,06,4.801,5.201,1100.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,06,5.201,5.601,1152.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,06,5.601,6.001,1205.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,06,6.001,6.401,1257.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,06,6.401,6.801,1310.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,06,6.801,7.201,1362.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,06,7.201,7.601,1415.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,06,7.601,8.001,1467.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,06,8.001,8.401,1522.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,06,8.401,8.801,1574.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,06,8.801,9.201,1627.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,06,9.201,9.601,1679.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,06,9.601,10.001,1731.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,06,10.001,10.401,1784.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,06,10.401,10.801,1836.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
messagerie,metre_plancher,departement,06,10.801,11.201,1890.0,forfait,,2026-01-01,,SIFA_VERS_FRANCE_2026.xlsx
