transporteur,type_envoi,base_calcul,zone_type,zone_valeur,dept_label,tranche_min,tranche_max,prix,unite,mini_perception,source_filename
Compte 100346,messagerie,poids,departement,70,SAONE (HAUTE),70,80.0,42.33,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,70,SAONE (HAUTE),80,90.0,45.56,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,70,SAONE (HAUTE),90,100.0,49.33,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,70,SAONE (HAUTE),100,250.0,40.74,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,70,SAONE (HAUTE),250,500.0,34.26,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,70,SAONE (HAUTE),500,1000.0,30.11,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,71,SAONE ET LOIRE,0,10.0,18.01,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,71,SAONE ET LOIRE,10,20.0,21.26,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,71,SAONE ET LOIRE,20,30.0,25.07,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,71,SAONE ET LOIRE,30,40.0,28.57,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,71,SAONE ET LOIRE,40,50.0,31.82,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,71,SAONE ET LOIRE,50,60.0,35.18,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,71,SAONE ET LOIRE,60,70.0,39.75,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,71,SAONE ET LOIRE,70,80.0,43.14,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,71,SAONE ET LOIRE,80,90.0,47.31,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,71,SAONE ET LOIRE,90,100.0,50.54,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,71,SAONE ET LOIRE,100,250.0,48.92,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,71,SAONE ET LOIRE,250,500.0,48.93,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,71,SAONE ET LOIRE,500,1000.0,44.88,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,72,SARTHE,0,10.0,19.68,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,72,SARTHE,10,20.0,22.48,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,72,SARTHE,20,30.0,25.29,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,72,SARTHE,30,40.0,28.41,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,72,SARTHE,40,50.0,33.48,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,72,SARTHE,50,60.0,36.29,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,72,SARTHE,60,70.0,41.01,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,72,SARTHE,70,80.0,43.8,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,72,SARTHE,80,90.0,47.92,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,72,SARTHE,90,100.0,50.74,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,72,SARTHE,100,250.0,48.73,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,72,SARTHE,250,500.0,44.57,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,72,SARTHE,500,1000.0,39.63,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,73,SAVOIE,0,10.0,18.86,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,73,SAVOIE,10,20.0,22.53,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,73,SAVOIE,20,30.0,26.21,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,73,SAVOIE,30,40.0,30.16,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,73,SAVOIE,40,50.0,35.86,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,73,SAVOIE,50,60.0,39.54,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,73,SAVOIE,60,70.0,44.93,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,73,SAVOIE,70,80.0,48.6,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,73,SAVOIE,80,90.0,53.55,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,73,SAVOIE,90,100.0,57.23,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,73,SAVOIE,100,250.0,53.93,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,73,SAVOIE,250,500.0,47.49,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,73,SAVOIE,500,1000.0,43.19,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,74,SAVOIE (HAUTE),0,10.0,18.19,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,74,SAVOIE (HAUTE),10,20.0,21.7,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,74,SAVOIE (HAUTE),20,30.0,25.2,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,74,SAVOIE (HAUTE),30,40.0,28.96,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,74,SAVOIE (HAUTE),40,50.0,34.41,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,74,SAVOIE (HAUTE),50,60.0,37.93,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,74,SAVOIE (HAUTE),60,70.0,43.1,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,74,SAVOIE (HAUTE),70,80.0,46.61,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,74,SAVOIE (HAUTE),80,90.0,51.34,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,74,SAVOIE (HAUTE),90,100.0,54.86,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,74,SAVOIE (HAUTE),100,250.0,51.74,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,74,SAVOIE (HAUTE),250,500.0,39.71,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,74,SAVOIE (HAUTE),500,1000.0,35.56,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,75,PARIS.,0,10.0,33.44,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,75,PARIS.,10,20.0,33.75,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,75,PARIS.,20,30.0,34.08,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,75,PARIS.,30,40.0,34.39,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,75,PARIS.,40,50.0,35.93,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,75,PARIS.,50,60.0,36.25,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,75,PARIS.,60,70.0,37.91,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,75,PARIS.,70,80.0,40.78,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,75,PARIS.,80,90.0,41.11,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,75,PARIS.,90,100.0,43.87,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,75,PARIS.,100,250.0,37.35,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,75,PARIS.,250,500.0,24.6,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,75,PARIS.,500,1000.0,20.33,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,76,SEINE MARITIME,0,10.0,13.94,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,76,SEINE MARITIME,10,20.0,15.49,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,76,SEINE MARITIME,20,30.0,17.86,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,76,SEINE MARITIME,30,40.0,18.74,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,76,SEINE MARITIME,40,50.0,21.38,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,76,SEINE MARITIME,50,60.0,22.29,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,76,SEINE MARITIME,60,70.0,24.53,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,76,SEINE MARITIME,70,80.0,25.43,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,76,SEINE MARITIME,80,90.0,27.0,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,76,SEINE MARITIME,90,100.0,27.9,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,76,SEINE MARITIME,100,250.0,27.36,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,76,SEINE MARITIME,250,500.0,20.85,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,76,SEINE MARITIME,500,1000.0,19.1,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,77,SEINE ET MARNE,0,10.0,26.98,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,77,SEINE ET MARNE,10,20.0,27.3,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,77,SEINE ET MARNE,20,30.0,28.98,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,77,SEINE ET MARNE,30,40.0,29.3,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,77,SEINE ET MARNE,40,50.0,32.13,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,77,SEINE ET MARNE,50,60.0,32.44,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,77,SEINE ET MARNE,60,70.0,34.79,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,77,SEINE ET MARNE,70,80.0,39.1,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,77,SEINE ET MARNE,80,90.0,39.44,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,77,SEINE ET MARNE,90,100.0,42.84,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,77,SEINE ET MARNE,100,250.0,40.16,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,77,SEINE ET MARNE,250,500.0,30.22,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,77,SEINE ET MARNE,500,1000.0,26.64,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,78,YVELINES,0,10.0,25.67,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,78,YVELINES,10,20.0,25.98,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,78,YVELINES,20,30.0,26.59,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,78,YVELINES,30,40.0,26.63,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,78,YVELINES,40,50.0,28.94,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,78,YVELINES,50,60.0,28.94,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,78,YVELINES,60,70.0,30.52,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,78,YVELINES,70,80.0,34.7,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,78,YVELINES,80,90.0,34.7,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,78,YVELINES,90,100.0,37.94,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,78,YVELINES,100,250.0,37.35,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,78,YVELINES,250,500.0,23.05,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,78,YVELINES,500,1000.0,19.56,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,79,SEVRES (DEUX),0,10.0,20.68,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,79,SEVRES (DEUX),10,20.0,23.7,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,79,SEVRES (DEUX),20,30.0,26.74,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,79,SEVRES (DEUX),30,40.0,30.07,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,79,SEVRES (DEUX),40,50.0,35.44,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,79,SEVRES (DEUX),50,60.0,38.47,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,79,SEVRES (DEUX),60,70.0,43.5,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,79,SEVRES (DEUX),70,80.0,46.54,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,79,SEVRES (DEUX),80,90.0,51.04,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,79,SEVRES (DEUX),90,100.0,54.08,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,79,SEVRES (DEUX),100,250.0,52.0,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,79,SEVRES (DEUX),250,500.0,47.63,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,79,SEVRES (DEUX),500,1000.0,42.45,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,80,SOMME,0,10.0,11.85,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,80,SOMME,10,20.0,14.32,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,80,SOMME,20,30.0,16.96,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,80,SOMME,30,40.0,16.96,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,80,SOMME,40,50.0,19.66,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,80,SOMME,50,60.0,19.66,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,80,SOMME,60,70.0,21.93,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,80,SOMME,70,80.0,21.93,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,80,SOMME,80,90.0,23.04,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,80,SOMME,90,100.0,23.04,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,80,SOMME,100,250.0,21.36,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,80,SOMME,250,500.0,12.41,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,80,SOMME,500,1000.0,12.41,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,81,TARN,0,10.0,19.26,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,81,TARN,10,20.0,23.98,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,81,TARN,20,30.0,29.23,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,81,TARN,30,40.0,34.3,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,81,TARN,40,50.0,39.34,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,81,TARN,50,60.0,43.83,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,81,TARN,60,70.0,49.66,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,81,TARN,70,80.0,54.14,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,81,TARN,80,90.0,59.31,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,81,TARN,90,100.0,63.98,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,81,TARN,100,250.0,62.15,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,81,TARN,250,500.0,56.75,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,81,TARN,500,1000.0,55.0,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,82,TARN ET GARONNE,0,10.0,19.26,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,82,TARN ET GARONNE,10,20.0,23.98,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,82,TARN ET GARONNE,20,30.0,29.23,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,82,TARN ET GARONNE,30,40.0,34.3,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,82,TARN ET GARONNE,40,50.0,39.34,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,82,TARN ET GARONNE,50,60.0,43.83,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,82,TARN ET GARONNE,60,70.0,49.66,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,82,TARN ET GARONNE,70,80.0,54.14,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,82,TARN ET GARONNE,80,90.0,59.31,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,82,TARN ET GARONNE,90,100.0,63.98,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,82,TARN ET GARONNE,100,250.0,62.15,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,82,TARN ET GARONNE,250,500.0,56.75,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,82,TARN ET GARONNE,500,1000.0,55.0,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,83,VAR,0,10.0,22.96,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,83,VAR,10,20.0,28.11,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,83,VAR,20,30.0,33.19,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,83,VAR,30,40.0,40.37,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,83,VAR,40,50.0,45.8,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,83,VAR,50,60.0,51.53,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,83,VAR,60,70.0,58.22,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,83,VAR,70,80.0,62.77,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,83,VAR,80,90.0,67.87,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,83,VAR,90,100.0,73.3,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,83,VAR,100,250.0,73.3,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,83,VAR,250,500.0,73.3,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,83,VAR,500,1000.0,73.3,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,84,VAUCLUSE,0,10.0,18.6,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,84,VAUCLUSE,10,20.0,24.2,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,84,VAUCLUSE,20,30.0,29.99,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,84,VAUCLUSE,30,40.0,33.87,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,84,VAUCLUSE,40,50.0,37.93,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,84,VAUCLUSE,50,60.0,41.95,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,84,VAUCLUSE,60,70.0,46.87,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,84,VAUCLUSE,70,80.0,49.96,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,84,VAUCLUSE,80,90.0,53.65,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,84,VAUCLUSE,90,100.0,57.35,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,84,VAUCLUSE,100,250.0,57.36,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,84,VAUCLUSE,250,500.0,55.31,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,84,VAUCLUSE,500,1000.0,49.04,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,85,VENDEE,0,10.0,20.24,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,85,VENDEE,10,20.0,23.29,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,85,VENDEE,20,30.0,26.34,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,85,VENDEE,30,40.0,29.99,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,85,VENDEE,40,50.0,33.49,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,85,VENDEE,50,60.0,36.84,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,85,VENDEE,60,70.0,40.72,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,85,VENDEE,70,80.0,44.0,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,85,VENDEE,80,90.0,47.35,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,85,VENDEE,90,100.0,50.85,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,85,VENDEE,100,250.0,47.38,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,85,VENDEE,250,500.0,44.3,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,85,VENDEE,500,1000.0,41.35,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,86,VIENNE,0,10.0,19.59,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,86,VIENNE,10,20.0,22.32,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,86,VIENNE,20,30.0,25.03,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,86,VIENNE,30,40.0,28.05,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,86,VIENNE,40,50.0,33.03,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,86,VIENNE,50,60.0,35.76,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,86,VIENNE,60,70.0,40.38,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,86,VIENNE,70,80.0,43.1,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,86,VIENNE,80,90.0,47.14,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,86,VIENNE,90,100.0,49.86,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,86,VIENNE,100,250.0,47.85,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,86,VIENNE,250,500.0,43.68,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,86,VIENNE,500,1000.0,38.75,au_100kg,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,87,VIENNE (HAUTE),0,10.0,18.17,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,87,VIENNE (HAUTE),10,20.0,20.69,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,87,VIENNE (HAUTE),20,30.0,24.33,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,87,VIENNE (HAUTE),30,40.0,26.64,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,87,VIENNE (HAUTE),40,50.0,29.4,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,87,VIENNE (HAUTE),50,60.0,31.64,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,87,VIENNE (HAUTE),60,70.0,34.46,forfait,,SIFA 010126 - P U-1.xlsx
Compte 100346,messagerie,poids,departement,87,VIENNE (HAUTE),70,80.0,38.14,forfait,,SIFA 010126 - P U-1.xlsx
